"id","sex","grade","school","class_id","condition","status","pregunta_1","puntaje_1","pregunta_2","puntaje_2","pregunta_3","puntaje_3","pregunta_4","puntaje_4","pregunta_5","puntaje_5","pregunta_6","puntaje_6","pregunta_7","puntaje_7","pregunta_8","puntaje_8","pregunta_9","puntaje_9","pregunta_10","puntaje_10","pregunta_11","puntaje_11","pregunta_12","puntaje_12","pregunta_13","puntaje_13","pregunta_14","puntaje_14","pregunta_15","puntaje_15","pregunta_16","puntaje_16","pregunta_17","puntaje_17","puntaje_ambito_1","pregunta_18","puntaje_18","pregunta_18_1","puntaje_18_2","pregunta_18_3","puntaje_18_4","pregunta_19","puntaje_19","pregunta_19_5","puntaje_19_6","pregunta_19_7","puntaje_19_8","pregunta_20","puntaje_20","pregunta_20_9","puntaje_20_10","pregunta_20_11","puntaje_20_12","pregunta_21","puntaje_21","pregunta_21_13","puntaje_21_14","pregunta_21_15","puntaje_21_16","pregunta_22","puntaje_22","pregunta_22_17","puntaje_22_18","pregunta_22_19","puntaje_22_20","pregunta_23","puntaje_23","pregunta_23_21","puntaje_23_22","pregunta_23_23","puntaje_23_24","pregunta_24","puntaje_24","pregunta_24_25","puntaje_24_26","pregunta_24_27","puntaje_24_28","puntaje_ambito_2","pregunta_25","puntaje_25","pregunta_26","puntaje_26","pregunta_27","puntaje_27","pregunta_28","puntaje_28","pregunta_29","puntaje_29","pregunta_30","puntaje_30","pregunta_31","puntaje_31","pregunta_32","puntaje_32","pregunta_33","puntaje_33","pregunta_34","puntaje_34","pregunta_35","puntaje_35","pregunta_36","puntaje_36","pregunta_37","puntaje_37","pregunta_38","puntaje_38","pregunta_39","puntaje_39","pregunta_40","puntaje_40","pregunta_41","puntaje_41","pregunta_42","puntaje_42","pregunta_43","puntaje_43","pregunta_44","puntaje_44","pregunta_45","puntaje_45","pregunta_46","puntaje_46","pregunta_47","puntaje_47","pregunta_48","puntaje_48","pregunta_49","puntaje_49","pregunta_50","puntaje_50","pregunta_51","puntaje_51","pregunta_52","puntaje_52","pregunta_53","puntaje_53","pregunta_54","puntaje_54","pregunta_55","puntaje_55","pregunta_56","puntaje_56","pregunta_57","puntaje_57","pregunta_58","puntaje_58","pregunta_59","puntaje_59","puntaje_ambito_3","puntaje_total"
"dig512","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,26,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,33,71
"dig513","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,0,0,8,1,10,1,0,0,10,1,11,1,11,1,11,1,16,1,16,1,16,1,19,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,0,31,67
"dig514","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,41,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,1,1,3,0,3,0,3,0,28,66
"dig515","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig516","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,1,1,1,1,1,1,32,70
"dig517","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,33,71
"dig518","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,100,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,3,0,24,62
"dig519","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig520","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,72
"dig521","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,9,0,9,0,9,0,11,1,11,1,11,1,15,0,15,0,15,0,15,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,1,1,1,1,1,1,3,0,29,51
"dig522","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,33,71
"dig523","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,43,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,1,1,1,1,2,0,1,1,27,65
"dig524","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,1,1,2,0,3,0,30,68
"dig525","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig526","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,6,1,NA,NA,NA,NA,8,1,NA,NA,NA,NA,10,1,NA,NA,NA,NA,11,1,NA,NA,NA,NA,16,1,NA,NA,NA,NA,21,20,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,27,65
"dig527","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,170,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,32,70
"dig528","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig529","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,100,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,3,0,24,62
"dig530","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,40,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,25,63
"dig531","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig532","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig533","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,89,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1,31,69
"dig534","F","fifth","school2","school2_fifth","digital","drop-out",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,76,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,2,0,1,1,2,0,30,68
"digk01","M","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,3,0,1,1,1,1,3,0,3,0,3,0,11,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,0,0,11,1,15,0,15,0,15,0,17,12,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,2,0,3,0,1,1,3,0,3,0,2,0,2,0,3,0,3,0,1,1,3,0,3,0,2,0,3,0,3,0,19,47
"digk02","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,15,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,25,61
"digk03","F","kinder","school2","school2_kinder","digital","atypical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"digk04","M","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,20,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,1,3,0,2,0,2,0,3,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,53
"digk05","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,2,0,2,0,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,NA,0,2,0,2,0,2,0,2,0,5,4,0,3,1,5,0,5,0,5,0,6,0,9,0,7,0,5,0,20,0,21,0,10,0,20,0,24,0,8,0,17,0,19,0,5,0,13,0,17,0,5,0,1,6,NA,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,9,15
"digk06","F","kinder","school2","school2_kinder","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"digk07","M","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,9,0,9,0,9,0,9,0,8,0,8,0,12,0,12,0,12,0,13,0,13,0,13,0,9,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,17,43
"digk08","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,8,0,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,20,40,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,31,68
"digk09","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,1,1,14,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,12,0,11,1,12,0,20,0,25,0,25,0,16,20,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,45
"digk10","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,2,0,1,1,3,0,3,0,3,0,10,3,1,3,1,3,1,5,0,5,0,5,0,6,1,6,1,6,1,8,1,8,1,8,1,9,0,10,1,10,1,10,0,10,0,10,0,18,0,20,0,20,0,11,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,36
"digk11","M","kinder","school2","school2_kinder","digital","participant",NA,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,2,0,2,0,11,3,1,3,1,3,1,4,1,4,1,4,1,6,1,4,0,6,1,7,0,5,0,8,1,8,0,10,1,10,1,13,0,9,0,11,1,19,0,11,0,11,0,12,11,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,9,32
"digk12","F","kinder","school2","school2_kinder","digital","participant",1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,2,0,1,1,3,0,3,0,3,0,10,3,1,3,1,3,1,5,0,5,0,5,0,6,1,6,1,6,1,8,1,8,1,8,1,9,0,10,1,10,1,10,0,10,0,10,0,18,0,20,0,20,0,11,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,36
